ID	HSK_Level	Simplified	Pinyin	Meaning	Examples	Tags	Audio
8325-V	HSK 7-9	款待	kuǎndài	recevoir avec égards; traiter (un invité)	谢谢你的热情款待 - xièxie nǐ de rèqíng kuǎndài - Merci pour ton accueil chaleureux<br>我们一定好好款待你 - wǒmen yídìng hǎohāo kuǎndài nǐ - On te recevra comme il faut	verbe,politesse,société	[sound:hsk7-9_款待.wav]
8326-V	HSK 7-9	宽泛	kuānfàn	large; vaste (portée)	这个概念很宽泛 - zhège gàiniàn hěn kuānfàn - Ce concept est très vaste<br>讨论范围过于宽泛 - tǎolùn fànwéi guòyú kuānfàn - Le champ de la discussion est trop large	adj,abstrait,registre soutenu	[sound:hsk7-9_宽泛.wav]
8327-V	HSK 7-9	狂	kuáng	fou; déchaîné; frénétique; (fam.) dingue de	外面风刮得很狂 - wàimiàn fēng guā de hěn kuáng - Dehors, le vent souffle violemment<br>他狂爱这支球队 - tā kuáng ài zhè zhī qiúduì - Il est dingue de cette équipe	adj/adv,familier,description	[sound:hsk7-9_狂.wav]
8328-V	HSK 7-9	矿	kuàng	mine; minerai (selon contexte)	这里有煤矿 - zhèlǐ yǒu méikuàng - Il y a une mine de charbon ici<br>这种矿含铁量高 - zhè zhǒng kuàng hán tiě liàng gāo - Ce minerai est riche en fer	nom,industrie,science	[sound:hsk7-9_矿.wav]
8329-V	HSK 7-9	框	kuàng	cadre; encadrement; (fig.) cadre / “framework”	把照片放进框里 - bǎ zhàopiàn fàng jìn kuàng lǐ - Mets la photo dans le cadre<br>需要一个分析框架 - xūyào yí ge fēnxī kuàngjià - Il faut un cadre d’analyse	nom,objet/abstrait,polyseme	[sound:hsk7-9_框.wav]
8330-V	HSK 7-9	筐	kuāng	panier (rigide)	把苹果放进筐里 - bǎ píngguǒ fàng jìn kuāng lǐ - Mets les pommes dans le panier<br>他提着一筐菜 - tā tí zhe yì kuāng cài - Il porte un panier de légumes	nom,quotidien,objet	[sound:hsk7-9_筐.wav]
8331-V	HSK 7-9	矿藏	kuàngcáng	gisements; ressources minières	这里矿藏丰富 - zhèlǐ kuàngcáng fēngfù - Les gisements y sont abondants<br>矿藏开发要保护环境 - kuàngcáng kāifā yào bǎohù huánjìng - Exploiter les ressources minières doit protéger l’environnement	nom,économie,environnement	[sound:hsk7-9_矿藏.wav]
8332-V	HSK 7-9	矿产	kuàngchǎn	produits miniers; ressources minières	该国矿产资源丰富 - gāi guó kuàngchǎn zīyuán fēngfù - Ce pays est riche en ressources minières<br>矿产出口增长 - kuàngchǎn chūkǒu zēngzhǎng - Les exportations minières augmentent	nom,économie,industrie	[sound:hsk7-9_矿产.wav]
8333-V	HSK 7-9	狂欢	kuánghuān	faire la fête; se déchaîner; liesse	人们通宵狂欢 - rénmen tōngxiāo kuánghuān - Les gens ont fait la fête toute la nuit<br>街头一片狂欢 - jiētóu yí piàn kuánghuān - Dans la rue, c’est la liesse	nom/verbe,fête,société	[sound:hsk7-9_狂欢.wav]
8334-V	HSK 7-9	框架	kuàngjià	cadre; ossature; structure; framework	先搭建基本框架 - xiān dājiàn jīběn kuàngjià - Commence par poser la structure de base<br>这个理论框架很清晰 - zhège lǐlùn kuàngjià hěn qīngxī - Ce cadre théorique est clair	nom,abstrait,organisation	[sound:hsk7-9_框架.wav]
8335-V	HSK 7-9	旷课	kuàngkè	sécher les cours; faire l’école buissonnière	他因为生病没旷课 - tā yīnwèi shēngbìng méi kuàngkè - Il n’a pas séché les cours, il était malade<br>学生旷课要处理 - xuéshēng kuàngkè yào chǔlǐ - Il faut sanctionner l’absentéisme	verbe,école,société	[sound:hsk7-9_旷课.wav]
663-V	HSK 7-9	况且	kuàngqiě	de plus	况且他很忙 - kuàngqiě tā hěn máng - il est déjà très occupé	conjonction	[sound:hsk1_况且.wav]
8336-V	HSK 7-9	狂热	kuángrè	fanatique; frénésie; ferveur (souvent excessive)	他对足球很狂热 - tā duì zúqiú hěn kuángrè - Il est fanatique de foot<br>狂热的追随者 - kuángrè de zhuīsuízhě - Des partisans fanatiques	adj/nom,émotion,société	[sound:hsk7-9_狂热.wav]
8337-V	HSK 7-9	宽广	kuānguǎng	vaste; large; étendu	视野宽广 - shìyě kuānguǎng - Une vision/une perspective large<br>这条路很宽广 - zhè tiáo lù hěn kuānguǎng - Cette route est très large	adj,description,abstrait/lieu	[sound:hsk7-9_宽广.wav]
8338-V	HSK 7-9	宽厚	kuānhòu	indulgent; généreux; (aussi) épais (texture)	他为人宽厚 - tā wéi rén kuānhòu - Il est indulgent et généreux<br>给员工更宽厚的待遇 - gěi yuángōng gèng kuānhòu de dàiyù - Offrir de meilleures conditions (plus généreuses) aux employés	adj,caractère,société	[sound:hsk7-9_宽厚.wav]
8339-V	HSK 7-9	宽阔	kuānkuò	large; spacieux (surface, route, rivière…)	马路很宽阔 - mǎlù hěn kuānkuò - La route est large<br>河面变得很宽阔 - hémiàn biàn de hěn kuānkuò - Le cours d’eau devient très large	adj,description,lieu	[sound:hsk7-9_宽阔.wav]
8340-V	HSK 7-9	宽容	kuānróng	tolérant; indulgent; pardonner facilement	对别人宽容一点 - duì biérén kuānróng yìdiǎn - Sois plus tolérant avec les autres<br>宽容并不等于纵容 - kuānróng bìng bù děngyú zòngróng - La tolérance ne veut pas dire la complaisance	adj/verbe,attitude,société	[sound:hsk7-9_宽容.wav]
8341-V	HSK 7-9	宽恕	kuānshù	pardonner; accorder son pardon (plutôt soutenu)	请你宽恕我的无知 - qǐng nǐ kuānshù wǒ de wúzhī - Pardonne mon ignorance<br>他无法宽恕背叛 - tā wúfǎ kuānshù bèipàn - Il ne peut pas pardonner la trahison	verbe,émotion,registre soutenu	[sound:hsk7-9_宽恕.wav]
8342-V	HSK 7-9	宽松	kuānsōng	détendu; souple (règles); ample (vêtement)	政策比较宽松 - zhèngcè bǐjiào kuānsōng - La politique est plutôt souple<br>我喜欢宽松的衣服 - wǒ xǐhuan kuānsōng de yīfu - J’aime les vêtements amples	adj,politique/vêtement,polyseme	[sound:hsk7-9_宽松.wav]
8343-V	HSK 7-9	款项	kuǎnxiàng	somme d’argent; montant; fonds	相关款项已到账 - xiāngguān kuǎnxiàng yǐ dàozhàng - Les fonds concernés ont été crédités<br>退还款项 - tuìhuán kuǎnxiàng - Rembourser le montant	nom,finance,administratif	[sound:hsk7-9_款项.wav]
8344-V	HSK 7-9	夸耀	kuāyào	se vanter; se glorifier; fanfaronner	别总夸耀自己 - bié zǒng kuāyào zìjǐ - Arrête de te vanter tout le temps<br>他喜欢夸耀自己的成绩 - tā xǐhuan kuāyào zìjǐ de chéngjì - Il aime se vanter de ses résultats	verbe,attitude,critique	[sound:hsk7-9_夸耀.wav]
8345-V	HSK 7-9	跨越	kuàyuè	franchir; dépasser; traverser (au sens propre/figuré)	跨越障碍 - kuàyuè zhàng’ài - Franchir des obstacles<br>跨越时代的作品 - kuàyuè shídài de zuòpǐn - Une œuvre qui traverse les époques	verbe,action/abstrait,polyseme	[sound:hsk7-9_跨越.wav]
8346-V	HSK 7-9	库存	kùcún	stock; inventaire (quantité en réserve)	库存不足 - kùcún bùzú - Stock insuffisant<br>清理库存 - qīnglǐ kùcún - Écouler/vider les stocks	nom,commerce,logistique	[sound:hsk7-9_库存.wav]
8347-V	HSK 7-9	亏本	kuīběn	vendre à perte; être déficitaire	这单生意亏本了 - zhè dān shēngyì kuīběn le - Cette affaire s’est faite à perte<br>打折太多会亏本 - dǎzhé tài duō huì kuīběn - Trop de réductions et tu vends à perte	verbe/adj,commerce,finance	[sound:hsk7-9_亏本.wav]
8348-V	HSK 7-9	亏待	kuīdài	mal traiter; léser; ne pas être à la hauteur envers quelqu’un	我不会亏待你 - wǒ bù huì kuīdài nǐ - Je ne te léserai pas / je te traiterai correctement<br>别亏待了客人 - bié kuīdài le kèrén - Ne néglige pas les invités	verbe,relation,société	[sound:hsk7-9_亏待.wav]
8349-V	HSK 7-9	枯竭	kūjié	s’épuiser; se tarir; épuisement (ressources, énergie)	资源枯竭 - zīyuán kūjié - Ressources épuisées<br>他的灵感枯竭了 - tā de línggǎn kūjié le - Son inspiration s’est tarie	verbe/adj,abstrait,environnement	[sound:hsk7-9_枯竭.wav]
8350-V	HSK 7-9	苦尽甘来	kǔjìn-gānlái	après l’amertume vient le doux; les jours meilleurs arrivent	再坚持一下，苦尽甘来 - zài jiānchí yíxià, kǔjìn-gānlái - Tiens encore un peu, ça ira mieux<br>她相信总会苦尽甘来 - tā xiāngxìn zǒng huì kǔjìn-gānlái - Elle croit qu’après les difficultés, ça ira mieux	idiome,encouragement,registre soutenu	[sound:hsk7-9_苦尽甘来.wav]
8351-V	HSK 7-9	窟窿	kūlong	trou; cavité; (fig.) déficit / “trou” d’argent	墙上有个窟窿 - qiáng shàng yǒu gè kūlong - Il y a un trou dans le mur<br>财务上出了大窟窿 - cáiwù shàng chū le dà kūlong - Il y a eu un gros trou dans les finances	nom,objet/finance,polyseme	[sound:hsk7-9_窟窿.wav]
8352-V	HSK 7-9	捆	kǔn	attacher en paquet; botte; paquet (mesure)	把书捆起来 - bǎ shū kǔn qǐlái - Attache les livres en paquet<br>一捆电线 - yì kǔn diànxiàn - Une botte de câbles	verbe/nom,action/mesure,quotidien	[sound:hsk7-9_捆.wav]
8353-V	HSK 7-9	苦难	kǔnàn	souffrances; malheurs; épreuves	经历苦难 - jīnglì kǔnàn - Traverser des épreuves<br>苦难让人更坚强 - kǔnàn ràng rén gèng jiānqiáng - Les épreuves rendent plus fort	nom,abstrait,société	[sound:hsk7-9_苦难.wav]
8354-V	HSK 7-9	苦恼	kǔnǎo	tracas; souci; être tourmenté	我为这事很苦恼 - wǒ wèi zhè shì hěn kǔnǎo - Cette affaire me tracasse beaucoup<br>别为小事苦恼 - bié wèi xiǎoshì kǔnǎo - Ne te tourmente pas pour des détails	adj/verbe,émotion,quotidien	[sound:hsk7-9_苦恼.wav]
8355-V	HSK 7-9	困惑	kùnhuò	perplexe; déconcerté; confusion	我很困惑 - wǒ hěn kùnhuò - Je suis perplexe<br>这解释让人更困惑 - zhè jiěshì ràng rén gèng kùnhuò - Cette explication embrouille encore plus	adj/nom,psychologie,abstrait	[sound:hsk7-9_困惑.wav]
8356-V	HSK 7-9	困境	kùnjìng	situation difficile; impasse	陷入困境 - xiànrù kùnjìng - Tomber dans une impasse<br>帮他走出困境 - bāng tā zǒuchū kùnjìng - L’aider à sortir de ses difficultés	nom,société,abstrait	[sound:hsk7-9_困境.wav]
8357-V	HSK 7-9	扩	kuò	étendre; agrandir; (abrév. de 扩大/扩展)	扩大影响 - kuò dà yǐngxiǎng - Étendre l’influence<br>继续扩展业务 - jìxù kuòzhǎn yèwù - Continuer à développer l’activité	verbe,abstrait,économie	[sound:hsk7-9_扩.wav]
8358-V	HSK 7-9	扩充	kuòchōng	renforcer; étoffer; augmenter (effectifs, contenu)	扩充队伍 - kuòchōng duìwu - Renforcer l’équipe<br>扩充词汇量 - kuòchōng cíhuìliàng - Enrichir son vocabulaire	verbe,abstrait,apprentissage	[sound:hsk7-9_扩充.wav]
8359-V	HSK 7-9	阔绰	kuòchuò	aisé; riche; dépensier (style “grand train”)	他出手很阔绰 - tā chūshǒu hěn kuòchuò - Il dépense sans compter<br>过得很阔绰 - guò de hěn kuòchuò - Mener grand train	adj,argent,style de vie	[sound:hsk7-9_阔绰.wav]
8360-V	HSK 7-9	括号	kuòhào	parenthèses	请把这句话放在括号里 - qǐng bǎ zhè jù huà fàng zài kuòhào lǐ - Mets cette phrase entre parenthèses<br>括号里的内容可以删掉 - kuòhào lǐ de nèiróng kěyǐ shāndiào - Le contenu entre parenthèses peut être supprimé	nom,écriture,ponctuation	[sound:hsk7-9_括号.wav]
8361-V	HSK 7-9	扩建	kuòjiàn	agrandir (par construction); extension (d’un bâtiment)	扩建机场 - kuòjiàn jīchǎng - Agrandir l’aéroport<br>学校正在扩建 - xuéxiào zhèngzài kuòjiàn - L’école est en cours d’extension	verbe,construction,infrastructure	[sound:hsk7-9_扩建.wav]
8362-V	HSK 7-9	扩散	kuòsàn	se diffuser; se propager (odeur, rumeur, maladie)	气味迅速扩散 - qìwèi xùnsù kuòsàn - L’odeur se diffuse vite<br>谣言在网上扩散 - yáoyán zài wǎngshàng kuòsàn - Une rumeur se propage en ligne	verbe,phénomène,société	[sound:hsk7-9_扩散.wav]
8363-V	HSK 7-9	扩张	kuòzhāng	expansion; s’étendre (économie/territoire); dilater	公司正在扩张 - gōngsī zhèngzài kuòzhāng - L’entreprise est en expansion<br>市场扩张太快有风险 - shìchǎng kuòzhāng tài kuài yǒu fēngxiǎn - Une expansion trop rapide comporte des risques	verbe/nom,économie,abstrait	[sound:hsk7-9_扩张.wav]
8364-V	HSK 7-9	哭泣	kūqì	pleurer; sangloter (plutôt soutenu)	她忍不住哭泣 - tā rěn bù zhù kūqì - Elle n’a pas pu retenir ses larmes<br>听到消息后他默默哭泣 - tīngdào xiāoxi hòu tā mòmò kūqì - Après la nouvelle, il a pleuré en silence	verbe,émotion,registre soutenu	[sound:hsk7-9_哭泣.wav]
8365-V	HSK 7-9	苦涩	kǔsè	amer; âpre; (fig.) douloureux	这咖啡有点苦涩 - zhè kāfēi yǒudiǎn kǔsè - Ce café est un peu amer<br>回忆很苦涩 - huíyì hěn kǔsè - Les souvenirs sont douloureux/amers	adj,goût/émotion,polyseme	[sound:hsk7-9_苦涩.wav]
8366-V	HSK 7-9	酷似	kùsì	ressembler fortement; être le sosie de	他酷似他父亲 - tā kùsì tā fùqīn - Il ressemble énormément à son père<br>这幅画酷似真景 - zhè fú huà kùsì zhēnjǐng - Ce tableau ressemble à un vrai paysage	verbe/adj,comparaison,description	[sound:hsk7-9_酷似.wav]
8367-V	HSK 7-9	枯萎	kūwěi	se faner; se flétrir; dépérir	花没水就枯萎了 - huā méi shuǐ jiù kūwěi le - Sans eau, la fleur s’est fanée<br>叶子开始枯萎 - yèzi kāishǐ kūwěi - Les feuilles commencent à se flétrir	verbe,nature,description	[sound:hsk7-9_枯萎.wav]
8368-V	HSK 7-9	苦笑	kǔxiào	sourire amer; sourire gêné	他只能苦笑 - tā zhǐ néng kǔxiào - Il n’a pu que sourire jaune<br>听完她的话我苦笑了一下 - tīng wán tā de huà wǒ kǔxiào le yíxià - Après ses mots, j’ai esquissé un sourire amer	verbe/nom,émotion,expression	[sound:hsk7-9_苦笑.wav]
8369-V	HSK 7-9	哭笑不得	kūxiào-bùdé	ne savoir ni rire ni pleurer; être à la fois drôle et agaçant	他的理由让我哭笑不得 - tā de lǐyóu ràng wǒ kūxiào-bùdé - Sa raison m’a laissé sans voix (ni rire ni pleurer)<br>这事真是哭笑不得 - zhè shì zhēn shì kūxiào-bùdé - Cette histoire est vraiment… on ne sait pas quoi en penser	idiome,émotion,oral	[sound:hsk7-9_哭笑不得.wav]
8370-V	HSK 7-9	苦心	kǔxīn	(peine) efforts attentifs; intention soignée; se donner du mal	他苦心经营多年 - tā kǔxīn jīngyíng duōnián - Il a géré ça avec soin pendant des années<br>这是他的一片苦心 - zhè shì tā de yí piàn kǔxīn - C’est tout le mal / toute l’attention qu’il s’est donnée	nom/adj,abstrait,effort	[sound:hsk7-9_苦心.wav]
8371-V	HSK 7-9	蜡	là	cire; bougie (cire)	蜡烛的蜡 - làzhú de là - La cire d’une bougie<br>用蜡封口 - yòng là fēngkǒu - Sceller avec de la cire	nom,matière,objet	[sound:hsk7-9_蜡.wav]
8372-V	HSK 7-9	喇叭	lǎba	haut-parleur; klaxon; trompette (fam.)	广播喇叭 - guǎngbō lǎba - Haut-parleur de diffusion<br>别按喇叭 - bié àn lǎba - Ne klaxonne pas	nom,objet,son/transport	[sound:hsk7-9_喇叭.wav]
8373-V	HSK 7-9	拉动	lādòng	entraîner; stimuler; tirer (croissance, économie)	消费拉动经济增长 - xiāofèi lādòng jīngjì zēngzhǎng - La consommation stimule la croissance<br>新项目拉动就业 - xīn xiàngmù lādòng jiùyè - Les nouveaux projets tirent l’emploi	verbe,économie,abstrait	[sound:hsk7-9_拉动.wav]
8374-V	HSK 7-9	来宾	láibīn	invité (d’un événement)	各位来宾，欢迎光临 - gèwèi láibīn, huānyíng guānglín - Mesdames et messieurs les invités, bienvenue<br>接待来宾 - jiēdài láibīn - Accueillir les invités	nom,événement,politesse	[sound:hsk7-9_来宾.wav]
8375-V	HSK 7-9	来电	láidiàn	appel entrant; coup de fil (aussi: électricité arrive)	我刚收到他的来电 - wǒ gāng shōudào tā de láidiàn - Je viens de recevoir son appel<br>停电后终于来电了 - tíngdiàn hòu zhōngyú láidiàn le - Après la coupure, le courant est enfin revenu	nom/verbe,communication/énergie,polyseme	[sound:hsk7-9_来电.wav]
8376-V	HSK 7-9	来访	láifǎng	venir en visite (souvent formel)	欢迎来访 - huānyíng láifǎng - Bienvenue / merci de votre visite<br>有外宾来访 - yǒu wàibīn láifǎng - Des invités étrangers viennent en visite	verbe,formel,société	[sound:hsk7-9_来访.wav]
8377-V	HSK 7-9	来回	láihuí	aller-retour; faire des allers-retours; réciproquement	我们来回跑了好几趟 - wǒmen láihuí pǎo le hǎojǐ tàng - On a fait plusieurs allers-retours<br>这条路来回要两小时 - zhè tiáo lù láihuí yào liǎng xiǎoshí - L’aller-retour prend deux heures	adv/nom,temps/déplacement,quotidien	[sound:hsk7-9_来回.wav]
8378-V	HSK 7-9	来历	láilì	origine; histoire (d’un objet/personne)	这幅画来历不明 - zhè fú huà láilì bùmíng - L’origine de ce tableau est inconnue<br>你知道他的来历吗？ - nǐ zhīdào tā de láilì ma? - Tu connais son parcours / ses origines ?	nom,abstrait,information	[sound:hsk7-9_来历.wav]
8379-V	HSK 7-9	来龙去脉	láilóng-qùmài	le fin mot; les tenants et aboutissants; l’historique complet	把事情的来龙去脉说清楚 - bǎ shìqing de láilóng-qùmài shuō qīngchu - Explique clairement toute l’histoire<br>我想了解来龙去脉 - wǒ xiǎng liǎojiě láilóng-qùmài - Je veux comprendre les tenants et aboutissants	idiome,explication,information	[sound:hsk7-9_来龙去脉.wav]
8380-V	HSK 7-9	来年	láinián	l’année prochaine (plutôt écrit/soutenu)	来年再见 - láinián zàijiàn - À l’an prochain<br>计划来年完成 - jìhuà láinián wánchéng - Prévu pour l’année prochaine	nom,temps,registre soutenu	[sound:hsk7-9_来年.wav]
8381-V	HSK 7-9	来之不易	láizhī-búyì	difficilement acquis; durement gagné	这份成果来之不易 - zhè fèn chéngguǒ láizhī-búyì - Ce résultat a été durement obtenu<br>机会来之不易，<br>要珍惜 - jīhuì láizhī-búyì, yào zhēnxī - Une opportunité est difficile à obtenir, il faut la chérir	idiome,abstrait,registre soutenu	[sound:hsk7-9_来之不易.wav]
8382-V	HSK 7-9	啦啦队	lālāduì	cheerleaders; équipe d’animation	啦啦队在场边加油 - lālāduì zài chǎngbiān jiāyóu - Les cheerleaders encouragent au bord du terrain<br>她加入了学校啦啦队 - tā jiārù le xuéxiào lālāduì - Elle a rejoint l’équipe de cheerleading de l’école	nom,sport,école	[sound:hsk7-9_啦啦队.wav]
8383-V	HSK 7-9	拉链	lāliàn	fermeture éclair; zip	拉上拉链 - lā shàng lāliàn - Remonter la fermeture éclair<br>这件衣服的拉链坏了 - zhè jiàn yīfu de lāliàn huài le - La fermeture éclair de ce vêtement est cassée	nom,objet,vêtement	[sound:hsk7-9_拉链.wav]
8384-V	HSK 7-9	拉拢	lālǒng	rallier; attirer à soi (souvent par intérêt)	他想拉拢人心 - tā xiǎng lālǒng rénxīn - Il veut rallier les gens à lui<br>别被他拉拢过去 - bié bèi tā lālǒng guòqu - Ne te laisse pas récupérer par lui	verbe,politique/relations,souvent péjoratif	[sound:hsk7-9_拉拢.wav]
8385-V	HSK 7-9	揽	lǎn	prendre (dans ses bras); assumer/prendre en charge (travail)	把孩子揽在怀里 - bǎ háizi lǎn zài huáilǐ - Prendre l’enfant dans ses bras<br>他把责任都揽下来了 - tā bǎ zérèn dōu lǎn xiàlái le - Il a pris toutes les responsabilités sur lui	verbe,action/abstrait,polyseme	[sound:hsk7-9_揽.wav]
8386-V	HSK 7-9	缆车	lǎnchē	téléphérique	坐缆车上山 - zuò lǎnchē shàngshān - Prendre le téléphérique pour monter<br>缆车停运了 - lǎnchē tíngyùn le - Le téléphérique est à l’arrêt	nom,transport,voyage	[sound:hsk7-9_缆车.wav]
8387-V	HSK 7-9	懒得	lǎnde	ne pas avoir envie de; être trop paresseux pour	我懒得解释 - wǒ lǎnde jiěshì - J’ai la flemme d’expliquer<br>他懒得出门 - tā lǎnde chūmén - Il n’a même pas envie de sortir	verbe (modal),familier,quotidien	[sound:hsk7-9_懒得.wav]
8388-V	HSK 7-9	懒惰	lǎnduò	pareseux; paresse	他很懒惰 - tā hěn lǎnduò - Il est paresseux<br>懒惰会耽误事 - lǎnduò huì dānwu shì - La paresse fait rater des choses	adj/nom,caractère,critique	[sound:hsk7-9_懒惰.wav]
8389-V	HSK 7-9	栏杆	lángān	rampe; garde-corps; balustrade	别靠在栏杆上 - bié kào zài lángān shàng - Ne t’appuie pas sur la rambarde<br>阳台栏杆很结实 - yángtái lángān hěn jiēshi - Le garde-corps du balcon est solide	nom,objet,bâtiment	[sound:hsk7-9_栏杆.wav]
8390-V	HSK 7-9	狼狈	lángbèi	embarrassé; piteux; en mauvaise posture	他摔得很狼狈 - tā shuāi de hěn lángbèi - Il est tombé d’une manière pitoyable<br>被问得很狼狈 - bèi wèn de hěn lángbèi - Être mis dans l’embarras par des questions	adj,émotion/situation,description	[sound:hsk7-9_狼狈.wav]
8391-V	HSK 7-9	朗诵	lǎngsòng	réciter; déclamer (à voix haute)	朗诵诗歌 - lǎngsòng shīgē - Réciter un poème<br>他在台上朗诵 - tā zài táishàng lǎngsòng - Il déclame sur scène	verbe,éducation,culture	[sound:hsk7-9_朗诵.wav]
8392-V	HSK 7-9	狼吞虎咽	lángtūn-hǔyàn	dévorer; manger goulûment	别狼吞虎咽，小心噎着 - bié lángtūn-hǔyàn, xiǎoxīn yēzháo - Ne dévore pas, tu vas t’étouffer<br>他饿得狼吞虎咽 - tā è de lángtūn-hǔyàn - Il avait tellement faim qu’il a dévoré	idiome,quotidien,action	[sound:hsk7-9_狼吞虎咽.wav]
8393-V	HSK 7-9	栏目	lánmù	rubrique; section (média/site)	新闻栏目 - xīnwén lánmù - Rubrique d’actualités<br>这个网站有很多栏目 - zhège wǎngzhàn yǒu hěn duō lánmù - Ce site a beaucoup de rubriques	nom,médias,organisation	[sound:hsk7-9_栏目.wav]
8394-V	HSK 7-9	蓝图	lántú	plan directeur; blueprint; grand projet	发展蓝图 - fāzhǎn lántú - Plan de développement<br>这只是初步蓝图 - zhè zhǐshì chūbù lántú - Ce n’est qu’une ébauche de plan	nom,abstrait,planification	[sound:hsk7-9_蓝图.wav]
8395-V	HSK 7-9	滥用	lànyòng	abuser de; faire un usage abusif	滥用职权 - lànyòng zhíquán - Abus de pouvoir<br>滥用药物很危险 - lànyòng yàowù hěn wēixiǎn - Abuser des médicaments est dangereux	verbe,critique,société/santé	[sound:hsk7-9_滥用.wav]
8396-V	HSK 7-9	涝	lào	inondation; excès d’eau (agricole)	今年雨多，闹涝 - jīnnián yǔ duō, nào lào - Cette année, trop de pluie, il y a des inondations<br>防涝工程 - fánglào gōngchéng - Travaux anti-inondation	nom,environnement,agriculture	[sound:hsk7-9_涝.wav]
8397-V	HSK 7-9	捞	lāo	repêcher; retirer de l’eau; “se faire de l’argent” (fam.)	把手机从水里捞出来 - bǎ shǒujī cóng shuǐ lǐ lāo chūlái - Repêcher le téléphone de l’eau<br>他想趁机捞一笔 - tā xiǎng chènjī lāo yì bǐ - Il veut profiter pour se faire un coup (d’argent)	verbe,familier,polyseme	[sound:hsk7-9_捞.wav]
8398-V	HSK 7-9	老伴儿	lǎobànr	(oral) conjoint(e) âgé(e); compagnon/compagne de vie	他和老伴儿住在一起 - tā hé lǎobànr zhù zài yìqǐ - Il vit avec sa compagne<br>老伴儿身体不太好 - lǎobànr shēntǐ bù tài hǎo - Son/sa conjoint(e) ne va pas très bien	nom,familier,famille	[sound:hsk7-9_老伴儿.wav]
8399-V	HSK 7-9	老大	lǎodà	l’aîné; le plus grand; (fam.) “super” / “énorme”	他是家里的老大 - tā shì jiālǐ de lǎodà - C’est l’aîné de la famille<br>我帮了你老大一个忙 - wǒ bāng le nǐ lǎodà yí ge máng - Je t’ai rendu un sacré service	nom/adv,familier,polyseme	[sound:hsk7-9_老大.wav]
8400-V	HSK 7-9	唠叨	láodao	répéter sans cesse; rabâcher; faire des remarques	别唠叨了 - bié láodao le - Arrête de rabâcher<br>她总爱唠叨我 - tā zǒng ài láodao wǒ - Elle me fait toujours des remarques	verbe,familier,oral	[sound:hsk7-9_唠叨.wav]
8401-V	HSK 7-9	牢固	láogù	solide; robuste; bien fixé	这桥很牢固 - zhè qiáo hěn láogù - Ce pont est solide<br>把绳子系牢固 - bǎ shéngzi jì láogù - Attache la corde solidement	adj,description,objet	[sound:hsk7-9_牢固.wav]
8402-V	HSK 7-9	老化	lǎohuà	vieillir; se dégrader (matériaux/organisme)	塑料容易老化 - sùliào róngyì lǎohuà - Le plastique se dégrade facilement<br>人口老化问题 - rénkǒu lǎohuà wèntí - Le problème du vieillissement de la population	verbe/nom,science/société,polyseme	[sound:hsk7-9_老化.wav]
8403-V	HSK 7-9	牢记	láojì	garder fermement en mémoire; ne jamais oublier	牢记教训 - láojì jiàoxùn - Garder la leçon en tête<br>请牢记这句话 - qǐng láojì zhè jù huà - Merci de ne pas oublier cette phrase	verbe,abstrait,registre soutenu	[sound:hsk7-9_牢记.wav]
8404-V	HSK 7-9	劳驾	láojià	(formel/poli) excusez-moi; s’il vous plaît (pour déranger/demander)	劳驾，借过一下 - láojià, jièguò yíxià - Excusez-moi, je peux passer ?<br>劳驾您帮个忙 - láojià nín bāng ge máng - S’il vous plaît, pouvez-vous m’aider ?	expr (politesse),oral,société	[sound:hsk7-9_劳驾.wav]
8405-V	HSK 7-9	牢牢	láoláo	fermement; solidement; étroitement	牢牢抓住机会 - láoláo zhuāzhù jīhuì - Saisir fermement l’occasion<br>门被牢牢锁住了 - mén bèi láoláo suǒzhù le - La porte est solidement verrouillée	adv,description,action	[sound:hsk7-9_牢牢.wav]
8406-V	HSK 7-9	劳累	láolèi	fatigué; épuisé; se fatiguer	让你劳累了 - ràng nǐ láolèi le - Je t’ai fatigué / désolé de t’avoir donné tant de peine<br>最近工作太劳累 - zuìjìn gōngzuò tài láolèi - Ces temps-ci, le travail est épuisant	adj/verbe,émotion/santé,quotidien	[sound:hsk7-9_劳累.wav]
8407-V	HSK 7-9	老人家	lǎorenjia	personne âgée; “le/la vieux/vieille” (polie/affectueuse)	那位老人家走得很慢 - nà wèi lǎorenjia zǒu de hěn màn - Cette personne âgée marche très lentement<br>得照顾好老人家 - děi zhàogù hǎo lǎorenjia - Il faut bien s’occuper des personnes âgées	nom,politesse,société	[sound:hsk7-9_老人家.wav]
8408-V	HSK 7-9	牢骚	láosāo	râler; se plaindre; mécontentement (souvent “petites plaintes”)	发牢骚 - fā láosāo - râler / se plaindre<br>别老发牢骚 - bié lǎo fā láosāo - Arrête de râler tout le temps<br>他心里有一肚子牢骚 - tā xīnli yǒu yí dùzi láosāo - Il a plein de rancœur/plaintes sur le cœur	nom/verbe,émotion,oral	[sound:hsk7_牢骚.wav]
8409-V	HSK 7-9	劳务	láowù	main-d’œuvre; service de travail (prestation); travail salarié (administratif)	劳务合同 - láowù hétong - contrat de prestation de travail<br>劳务派遣 - láowù pàiqiǎn - intérim / mise à disposition de personnel<br>输出劳务 - shūchū láowù - exporter de la main-d’œuvre	nom,travail,administratif	[sound:hsk7_劳务.wav]
